company,url,flag,industry,size
Scaglia Indeva Limited,https://indevagroup.co.uk,,Manufacture of lifting and handling equipment,Small (turnover ≤£10.2m)
Denne Joinery Limited,https://dennejoinery.co.uk,,Manufacture of office and shop furniture,Small (turnover ≤£10.2m)
Rotho Blaas UK Ltd,https://www.rothoblaas.com,,Repair of machinery,Small (turnover ≤£10.2m)
Quercia Limited,https://www.quercialtd.co.uk,,Treatment and disposal of non-hazardous waste,Small (turnover ≤£10.2m)
Lioncourt Homes (Development No. 12) Limited,https://www.lioncourthomes.com,,Development of building projects,Small (turnover ≤£10.2m)
Oakmere Homes (Cumbria) Limited,https://www.oakmerehomes.co.uk,,Construction of domestic buildings,Small (turnover ≤£10.2m)
R.H. Fullwood & Co Limited,https://www.rhfullwood.co.uk,,Construction of commercial buildings,Small (turnover ≤£10.2m)
Clydebank Property Company Limited,https://www.clydeproperty.co.uk,,Construction of commercial buildings,Small (turnover ≤£10.2m)
BHM Construction International (UK) Ltd,https://www.bhmconstruction.com,,Construction of roads and motorways,Small (turnover ≤£10.2m)
Capital Garage Doors Limited,https://www.capitalgaragedoors.co.uk,,Other construction installation,Small (turnover ≤£10.2m)
E & H Drylining & Plastering Limited,https://ehdryliningsw.co.uk,,Plastering,Small (turnover ≤£10.2m)
Nolte Kitchens Retail Limited,https://nolte-kitchens.co.uk,,Joinery installation,Small (turnover ≤£10.2m)
John L Lord & Son (Rizistal) Limited,https://www.john-lord.com,,Floor and wall covering,Small (turnover ≤£10.2m)
Langley Roofing Solutions Limited,https://www.langley.co.uk,,Roofing activities,Small (turnover ≤£10.2m)
Ongo Roofing Limited,https://www.ashbridgeroofing.co.uk,,Roofing activities,Small (turnover ≤£10.2m)
Truframe Trade Centres Limited,https://www.truframe.co.uk,,Other specialised construction activities n.e.c.,Small (turnover ≤£10.2m)
Green Parts Specialists (Dumfries) Ltd,https://www.green-parts.co.uk,,Sale of used cars and light motor vehicles,Small (turnover ≤£10.2m)
Collins Group International Limited,https://www.collinsongroup.com,,Sale of used cars and light motor vehicles,Small (turnover ≤£10.2m)
BP Rolls (Maxus) Limited,https://bprollsmaxus.co.uk,,Sale of other motor vehicles,Small (turnover ≤£10.2m)
ECU Testing Ltd,https://www.ecutesting.com,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Tox-Pressotechnik Limited,https://uk.tox-pressotechnik.com,,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",Small (turnover ≤£10.2m)
Eurofresh Evesham Limited,https://euro-fresh.co.uk/,,Wholesale of fruit and vegetables,Small (turnover ≤£10.2m)
Foodbridge FSG (GB) Limited,http://www.foodbridge.uk,,Wholesale of meat and meat products,Small (turnover ≤£10.2m)
Rhumveld UK Limited,https://rhumveld.com,,"Wholesale of other food, including fish, crustaceans and molluscs",Small (turnover ≤£10.2m)
Riviera Home (UK) Limited,https://www.rivierahomeuk.co.uk,,Wholesale of textiles,Small (turnover ≤£10.2m)
Pay Per Week Carpets and Beds Limited,https://payweeklycarpets.co.uk,,"Wholesale of furniture, carpets and lighting equipment",Small (turnover ≤£10.2m)
Instrotech Holdings Limited,https://instrotech.com,,Wholesale of electronic and telecommunications equipment and parts,Small (turnover ≤£10.2m)
H.E.S. Sales Limited,https://www.hes-sales.com,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Brooke Biomass Limited,https://www.brookeenergy.co.uk,,Wholesale of other fuels and related products,Small (turnover ≤£10.2m)
Cronifer UK Limited,https://www.cronifer.co.uk,,Wholesale of waste and scrap,Small (turnover ≤£10.2m)
Panzer (Delicatessen) Limited,https://panzers.co.uk,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Small (turnover ≤£10.2m)
Vista 4 Limited,https://vistasupport.com,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Small (turnover ≤£10.2m)
Ayrshire Food Hub Ltd,https://crossroadshub.org.uk,,Retail sale of fruit and vegetables in specialised stores,Small (turnover ≤£10.2m)
A & B Catering Butchers Limited,https://www.abcateringbutchers.org.uk,,Retail sale of meat and meat products in specialised stores,Small (turnover ≤£10.2m)
Poilane Ltd,https://poilane.co.uk,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Small (turnover ≤£10.2m)
CDL Chocolate Ltd,https://www.lechocolat-alainducasse.com/,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Small (turnover ≤£10.2m)
Cookhouse Design York Ltd,https://www.cookhousedesignyork.co.uk,,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Small (turnover ≤£10.2m)
Haglofs UK Limited,https://www.haglofs.com,,Retail sale of clothing in specialised stores,Small (turnover ≤£10.2m)
Giuseppe Zanotti Retail Limited,https://www.giuseppezanotti.com/us,,Retail sale of footwear in specialised stores,Small (turnover ≤£10.2m)
Dunluce Pharmacy Limited,https://dunlucepharmacy.com,,Dispensing chemist in specialised stores,Small (turnover ≤£10.2m)
Repossi UK Ltd.,https://intl.repossi.com/en-us,,Retail sale of watches and jewellery in specialised stores,Small (turnover ≤£10.2m)
PDSA Trading Limited,https://www.pdsapetstore.org.uk/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Small (turnover ≤£10.2m)
Kent Antiques Limited,https://www.kentantiques.com,,Retail sale of antiques including antique books in stores,Small (turnover ≤£10.2m)
Westway CT Trading Limited,https://westwayct.org.uk,,Taxi operation,Small (turnover ≤£10.2m)
Erewash Community Transport Limited,https://www.erewashct.com,,Other passenger land transport,Small (turnover ≤£10.2m)
Jan de Rijk Transport Limited,https://www.janderijk.com,,Freight transport by road,Small (turnover ≤£10.2m)
Clark and Rose (Removals) Limited,https://www.clarkandrose.co.uk,,Removal services,Small (turnover ≤£10.2m)
Cave Liquid Haulage Limited,http://www.caveliquidhaulage.uk,,"Other service activities incidental to land transportation, n.e.c.",Small (turnover ≤£10.2m)
The Old Red Lion Hotel (Atherstone) Ltd,https://www.redlionatherstone.co.uk,,Hotels and similar accommodation,Small (turnover ≤£10.2m)
Pentney Country Club Limited,https://pcctcp.co.uk/,,Other holiday and other collective accommodation,Small (turnover ≤£10.2m)
Fratelli (Belfast) Ltd,https://www.fratellibelfast.com,,Licensed restaurants,Small (turnover ≤£10.2m)
Bob & Berts Perth Limited,https://bobandberts.co.uk,,Unlicensed restaurants and cafes,Small (turnover ≤£10.2m)
Shoryu Liverpool Street Ltd,https://www.shoryuramen.com,,Licensed restaurants,Small (turnover ≤£10.2m)
Vibrance Pathways to Employment Community Interest Company,https://www.vibrance.org.uk,,Unlicensed restaurants and cafes,Small (turnover ≤£10.2m)
Compass Group Procurement Limited,https://www.compass-group.co.uk,,Event catering activities,Small (turnover ≤£10.2m)
The Goldsmiths' Centre Events C.I.C.,https://www.goldsmiths-centre.org,,Event catering activities,Small (turnover ≤£10.2m)
Abbeycroft Enterprises Limited,https://www.abbeycroft.org.uk,,Event catering activities,Small (turnover ≤£10.2m)
Framlingham College Enterprises Limited,https://www.framlinghamcollege.co.uk,,Event catering activities,Small (turnover ≤£10.2m)
Smart Hospitality Manchester Limited,https://www.smartuk.net,,Event catering activities,Small (turnover ≤£10.2m)
The Queen's Hall (Edinburgh) Catering Limited,https://www.theedinburghcateringcompany.co.uk,,Public houses and bars,Small (turnover ≤£10.2m)
The Avalon Clapham Ltd,https://www.theavalonlondon.com,,Public houses and bars,Small (turnover ≤£10.2m)
Neos SPV 1 Ltd,https://neosnetworks.com,,Licensed clubs,Small (turnover ≤£10.2m)
Glendola Leisure 2 Limited,https://glendolaleisure.co.uk,,Public houses and bars,Small (turnover ≤£10.2m)
Students' Union Services (East Anglia) Limited,https://uea.su,,Licensed clubs,Small (turnover ≤£10.2m)
The Red Lion (WHG) Limited,https://www.greeneking.co.uk/pubs/hampshire/red-lion/feedback-survey,,Public houses and bars,Small (turnover ≤£10.2m)
The Bolingbroke Pub Ltd,https://www.thebolingbroke.com,,Public houses and bars,Small (turnover ≤£10.2m)
The Prescot Reform Club Limited,https://www.reformclub.com,,Licensed clubs,Small (turnover ≤£10.2m)
The Upminster Masonic Hall Limited,https://thesquareatupminster.co.uk,,Licensed clubs,Small (turnover ≤£10.2m)
Nottingham Playhouse Trading Limited,https://nottinghamplayhouse.co.uk,,Public houses and bars,Small (turnover ≤£10.2m)
Inglenook Inns & Taverns Ltd,https://inglenookinns.com,,Public houses and bars,Small (turnover ≤£10.2m)
Boom Battle Bar Cardiff Ltd,https://boombattlebar.com/uk/cardiff/,,Public houses and bars,Small (turnover ≤£10.2m)
Number 63 Hotel Limited,https://hotel63.co.uk,,Licensed clubs,Small (turnover ≤£10.2m)
Incipio Canary Wharf Limited,https://www.incipio-group.co.uk,,Public houses and bars,Small (turnover ≤£10.2m)
NQ64 Edinburgh Ltd,https://nq64.co.uk/edinburgh/,,Public houses and bars,Small (turnover ≤£10.2m)
The Pioneer (City) Pub Company Limited,https://www.citypubcompany.com,,Public houses and bars,Small (turnover ≤£10.2m)
Enthuse Ventures Limited,https://enthuse.com,,Publishing of  consumer and business journals and periodicals,Small (turnover ≤£10.2m)
Old World Productions Limited,https://oldworld.productions,,Motion picture production activities,Small (turnover ≤£10.2m)
Rapita Systems Limited,https://www.rapitasystems.com,,Business and domestic software development,Small (turnover ≤£10.2m)
Metadata Technology Ltd,https://www.metadatacorp.com,,Information technology consultancy activities,Small (turnover ≤£10.2m)
Metasphere Limited,https://www.metasphere.co.uk,,Other information technology service activities,Small (turnover ≤£10.2m)
IBD Registry Limited,https://ibdregistry.org.uk,,"Data processing, hosting and related activities",Small (turnover ≤£10.2m)
AEVI UK Limited,https://aevi.com,,Banks,Small (turnover ≤£10.2m)
Summit Trust Company Ltd,https://www.summit-group.com,,Activities auxiliary to financial intermediation n.e.c.,Small (turnover ≤£10.2m)
Mallowstreet Limited,https://mallowstreet.com,,Other activities auxiliary to insurance and pension funding,Small (turnover ≤£10.2m)
Ivy Care Homes 1 Limited,https://www.ivycarehomes.co.uk,,Other letting and operating of own or leased real estate,Small (turnover ≤£10.2m)
Fin-Ex Property No.6 (UK) Limited,https://fin-ex.com,,Other letting and operating of own or leased real estate,Small (turnover ≤£10.2m)
New Walk Property Management C.I.C.,https://www.newwalkcic.co.uk,,Management of real estate on a fee or contract basis,Small (turnover ≤£10.2m)
Castle Cavendish Limited,https://castlecavendish.org.uk,,Management of real estate on a fee or contract basis,Small (turnover ≤£10.2m)
The National Council for Civil Liberties,https://www.libertyhumanrights.org.uk,,Solicitors,Small (turnover ≤£10.2m)
McCarthy Denning Limited,https://www.mccarthydenning.com,,Solicitors,Small (turnover ≤£10.2m)
Dentons Middle East Limited,https://www.dentons.com/en/,,Solicitors,Small (turnover ≤£10.2m)
Lester Aldridge Trust Corporation Limited,https://www.lesteraldridge.com,,Solicitors,Small (turnover ≤£10.2m)
Asylum Support Appeals Project,https://www.asaproject.org,,Solicitors,Small (turnover ≤£10.2m)
Kedleston (Olsen House Holdings) Limited,https://www.kedlestongroup.com,,Activities of head offices,Small (turnover ≤£10.2m)
Cara Advisory Limited,https://www.caraadvisory.com,,Management consultancy activities other than financial management,Small (turnover ≤£10.2m)
Fusion Project Management Limited,https://fusion-pm.co.uk,,Management consultancy activities other than financial management,Small (turnover ≤£10.2m)
Amaris Consulting UK Ltd,https://amaris.com,,Management consultancy activities other than financial management,Small (turnover ≤£10.2m)
L Marks Limited,https://lmarks.com,,Management consultancy activities other than financial management,Small (turnover ≤£10.2m)
AHP Architects and Surveyors Limited,https://ahparchitects.com/,,Architectural activities,Small (turnover ≤£10.2m)
Witteveen+Bos UK Limited,https://www.witteveenbos.com,,Engineering related scientific and technical consulting activities,Small (turnover ≤£10.2m)
Radonova Scientific Ltd,https://radonova.com,,Engineering related scientific and technical consulting activities,Small (turnover ≤£10.2m)
Tyne Pressure Testing Limited,https://tynepressuretesting.com,,Technical testing and analysis,Small (turnover ≤£10.2m)
The George Institute for Global Health (UK),https://www.georgeinstitute.org.uk,,Other research and experimental development on natural sciences and engineering,Small (turnover ≤£10.2m)
Hawk Platform Ltd,https://hawk-tech.io,,Media representation services,Small (turnover ≤£10.2m)
FG Library Products Limited,https://fglibrary.co.uk,,specialised design activities,Small (turnover ≤£10.2m)
South West Peninsula AHSN Limited,https://healthinnovationsouthwest.com,,"Other professional, scientific and technical activities n.e.c.",Small (turnover ≤£10.2m)
TVM UK Animal Health Ltd,https://www.tvm-uk.com,,Veterinary activities,Small (turnover ≤£10.2m)
K P H (Plant Hire) Limited,https://kphplanthire.co.uk,,Renting and leasing of construction and civil engineering machinery and equipment,Small (turnover ≤£10.2m)
Harnham Europe Limited,https://www.harnham.com,,Other activities of employment placement agencies,Small (turnover ≤£10.2m)
MBWL International Limited,https://mbwl-int.com,,Human resources provision and management of human resources functions,Small (turnover ≤£10.2m)
Ace Fire & Security Systems Ltd,https://www.acefire.co.uk,,Security systems service activities,Small (turnover ≤£10.2m)
D'Eynsford Tenant Management Organisation C.I.C.,https://deynsford.org,,Combined facilities support activities,Small (turnover ≤£10.2m)
Indepth Hygiene Services Limited,https://indepthservices.co.uk/,,General cleaning of buildings,Small (turnover ≤£10.2m)
Buchen-ICS Limited,https://www.buchen-ics.co.uk,,Other building and industrial cleaning activities,Small (turnover ≤£10.2m)
GSF (London) Ltd,https://www.gsf-uk.com,,Other cleaning services,Small (turnover ≤£10.2m)
RESC Limited,https://www.repic.co.uk,,Packaging activities,Small (turnover ≤£10.2m)
Anderton Centre - LOAI Limited,https://andertoncentre.co.uk,,Sports and recreation education,Small (turnover ≤£10.2m)
Bromley Youth Music Trust,https://www.bymt.co.uk,,Cultural education,Small (turnover ≤£10.2m)
Harpurs Hill Children and Family Centre Limited,https://www.harpurshillcfc.co.uk,,Other education n.e.c.,Small (turnover ≤£10.2m)
